language,size_bucket,repository,commit,path,loc_before,loc_after,loc_combined,bytes_before,bytes_after,ast_nodes_before,ast_nodes_after,status,elapsed_ms
JSON,0-10,AdaCore-prettier-ada,524734e99e9e3de872d8bb5d45388deb3405c88c,testsuite/test_programs/.vscode/settings.json,3,3,6,57,52,14,14,ok,0.127159
JSON,0-10,FedoraQt-adwaita-qt,246e2691218e3406ddf628c3125c8663f085765e,src/style/adwaita.json,1,1,2,42,95,22,32,ok,0.32930600000000004
JSON,0-10,FedoraQt-adwaita-qt,9d89612657a7ddb3d6391f9fa458788d7374d352,src/style/adwaita.json,1,1,2,136,152,42,47,ok,0.6795370000000001
JSON,0-10,FortAwesome-Font-Awesome,b476ed9aeef6ff16accd275eca515d4e08c3e724,svg-full-objects/regular/square-check.json,1,1,2,670,670,62,62,ok,1.253748
JSON,0-10,FortAwesome-Font-Awesome,b476ed9aeef6ff16accd275eca515d4e08c3e724,svg-full-objects/solid/check-square.json,1,1,2,517,505,62,62,ok,1.248628
JSON,0-10,FortAwesome-Font-Awesome,b476ed9aeef6ff16accd275eca515d4e08c3e724,svg-full-objects/solid/check-to-slot.json,1,1,2,768,766,56,56,ok,1.0319070000000001
JSON,0-10,FortAwesome-Font-Awesome,b476ed9aeef6ff16accd275eca515d4e08c3e724,svg-full-objects/solid/clipboard-check.json,1,1,2,705,701,52,52,ok,0.861085
JSON,0-10,FreshRSS-FreshRSS,1c92d55917029d291d00009b674d8552934a69ec,p/themes/Flat/metadata.json,8,8,16,190,185,74,74,ok,1.492996
JSON,0-10,Governikus-AusweisApp,7e84e665cf04f2ee4cbc61694b22ebc5bd57f0c3,src/card/simulator/metadata.json,4,4,8,67,67,24,24,ok,0.27373600000000003
JSON,0-10,Governikus-AusweisApp,e8349193a251350094b1db1153d7673dfc1c9805,src/card/smart/metadata.json,4,4,8,61,63,24,24,ok,0.235341
JSON,0-10,JasonLG1979-gnome-shell-extension-weather-in-the-clock,5625730665ac86a68394802031f8593fd2acb83e,weatherintheclock@JasonLG1979.github.io/metadata.json,8,8,16,291,303,72,72,ok,1.350414
JSON,0-10,JasonLG1979-gnome-shell-extension-weather-in-the-clock,9a40c2535015752fc9e40823c4a1a1affbfda160,weatherintheclock@JasonLG1979.github.io/metadata.json,8,8,16,372,378,82,87,ok,1.891497
JSON,0-10,OmniSharp-omnisharp-roslyn,0ae5d3bbd39288fdd630115dead182d126399d74,global.json,6,6,12,110,110,34,34,ok,0.544493
JSON,0-10,OmniSharp-omnisharp-roslyn,0ae5d3bbd39288fdd630115dead182d126399d74,test-assets/test-projects/Net90Project/global.json,5,5,10,51,51,23,23,ok,0.257809
JSON,0-10,OmniSharp-omnisharp-roslyn,3f73918e388bd3fc7e85fd444000a481f303b381,test-assets/test-projects/global.netfx.json,6,6,12,89,111,34,34,ok,0.586463
JSON,0-10,OmniSharp-omnisharp-roslyn,572dfdda87089ee2acfad31bd037d0c91c3753f3,global.json,6,6,12,106,111,34,34,ok,0.504049
JSON,0-10,OmniSharp-omnisharp-roslyn,acbd1945db63ec2188e611bc5af78e05acd69d61,test-assets/test-projects/Net90Project/global.json,5,5,10,51,52,23,23,ok,0.255771
JSON,0-10,OmniSharp-omnisharp-roslyn,f2cada069abddeed61e5ad510047a3f98fd7362f,test-assets/test-projects/Net70Project/global.json,5,5,10,51,52,23,23,ok,0.268762
JSON,0-10,apache-echarts.git,e09c9d2aad208469035f6ad0a022954e890dde78,test/runTest/actions/bar2.json,1,1,2,2777,2825,2056,2094,timed_out,
JSON,0-10,apache-echarts.git,e09c9d2aad208469035f6ad0a022954e890dde78,test/runTest/actions/drag-out.json,1,1,2,31280,31275,23456,23456,timed_out,
JSON,0-10,aws-session-manager-plugin,41c35d18e918b812deeb5984ee28d8ec1bba25fd,vendor/src/github.com/aws/aws-sdk-go/aws/credentials/ssocreds/testdata/custom_cached_token.json,4,4,8,26,95,13,25,ok,0.248746
JSON,0-10,aws-session-manager-plugin,41c35d18e918b812deeb5984ee28d8ec1bba25fd,vendor/src/github.com/aws/aws/credentials/ssocreds/testdata/b5f90cb535abf87a12eb4c57db2b1e837e229ea0.json,4,4,8,26,95,13,25,ok,0.168179
JSON,0-10,aws-session-manager-plugin,65f138796cbd71079ed9123f7758d26e82980032,vendor/src/github.com/aws/aws-sdk-go/models/apis/account/2021-02-01/defaults-1.json,4,4,8,21,21,13,13,ok,0.141305
